,Country,Energy_type,Year,GDP,Population,CO2_emission
783,Martinique,petroleum_n_other_liquids,2019,7.25285,375.492,2.2415834500000003
784,Martinique,nuclear,2019,7.25285,375.492,0.0
785,Martinique,renewables_n_other,2019,7.25285,375.492,0.0
786,Mauritania,all_energy_types,2019,19.2667,4528.99,3.87875476
787,Mauritania,coal,2019,19.2667,4528.99,0.0
788,Mauritania,natural_gas,2019,19.2667,4528.99,0.0
789,Mauritania,petroleum_n_other_liquids,2019,19.2667,4528.99,3.87875476
790,Mauritania,nuclear,2019,19.2667,4528.99,0.0
791,Mauritania,renewables_n_other,2019,19.2667,4528.99,0.0
792,Mauritius,all_energy_types,2019,27.95627,1269.345,6.938191586
793,Mauritius,coal,2019,27.95627,1269.345,1.7342405857186094
794,Mauritius,natural_gas,2019,27.95627,1269.345,0.0
795,Mauritius,petroleum_n_other_liquids,2019,27.95627,1269.345,5.203951
796,Mauritius,nuclear,2019,27.95627,1269.345,0.0
797,Mauritius,renewables_n_other,2019,27.95627,1269.345,0.0
798,Mexico,all_energy_types,2019,2384.142,127745.8,456.148338455
799,Mexico,coal,2019,2384.142,127745.8,45.10950814993316
800,Mexico,natural_gas,2019,2384.142,127745.8,154.494922077
801,Mexico,petroleum_n_other_liquids,2019,2384.142,127745.8,256.543908228
802,Mexico,nuclear,2019,2384.142,127745.8,0.0
803,Mexico,renewables_n_other,2019,2384.142,127745.8,0.0
804,Micronesia,all_energy_types,2019,,,0.18151256
805,Micronesia,coal,2019,,,0.0
806,Micronesia,natural_gas,2019,,,0.0
807,Micronesia,petroleum_n_other_liquids,2019,,,0.18151256
808,Micronesia,nuclear,2019,,,0.0
809,Micronesia,renewables_n_other,2019,,,0.0
810,Moldova,all_energy_types,2019,30.9415,3542.7,7.975804163
811,Moldova,coal,2019,30.9415,3542.7,0.3313762468016131
812,Moldova,natural_gas,2019,30.9415,3542.7,4.666478916
813,Moldova,petroleum_n_other_liquids,2019,30.9415,3542.7,2.977949
814,Moldova,nuclear,2019,30.9415,3542.7,0.0
815,Moldova,renewables_n_other,2019,30.9415,3542.7,0.0
816,Mongolia,all_energy_types,2019,39.254,3223.46,20.901836824
817,Mongolia,coal,2019,39.254,3223.46,16.690452823824575
818,Mongolia,natural_gas,2019,39.254,3223.46,0.0
819,Mongolia,petroleum_n_other_liquids,2019,39.254,3223.46,4.211384
820,Mongolia,nuclear,2019,39.254,3223.46,0.0
821,Mongolia,renewables_n_other,2019,39.254,3223.46,0.0
822,Montenegro,all_energy_types,2019,11.9806,627.896,2.524134994
823,Montenegro,coal,2019,11.9806,627.896,1.402951993740879
824,Montenegro,natural_gas,2019,11.9806,627.896,0.0
825,Montenegro,petroleum_n_other_liquids,2019,11.9806,627.896,1.121183
826,Montenegro,nuclear,2019,11.9806,627.896,0.0
827,Montenegro,renewables_n_other,2019,11.9806,627.896,0.0
828,Montserrat,all_energy_types,2019,,,0.033486782
829,Montserrat,coal,2019,,,0.0
830,Montserrat,natural_gas,2019,,,0.0
831,Montserrat,petroleum_n_other_liquids,2019,,,0.0334867815780919
832,Montserrat,nuclear,2019,,,0.0
833,Montserrat,renewables_n_other,2019,,,0.0
834,Morocco,all_energy_types,2019,275.648,36467.5,59.02569629
835,Morocco,coal,2019,275.648,36467.5,17.33004367753509
836,Morocco,natural_gas,2019,275.648,36467.5,2.213949612
837,Morocco,petroleum_n_other_liquids,2019,275.648,36467.5,39.481703
838,Morocco,nuclear,2019,275.648,36467.5,0.0
839,Morocco,renewables_n_other,2019,275.648,36467.5,0.0
840,Mozambique,all_energy_types,2019,38.10749,30386.6,7.785808405
841,Mozambique,coal,2019,38.10749,30386.6,0.0931785185368545
842,Mozambique,natural_gas,2019,38.10749,30386.6,2.491483886
843,Mozambique,petroleum_n_other_liquids,2019,38.10749,30386.6,5.201146
844,Mozambique,nuclear,2019,38.10749,30386.6,0.0
845,Mozambique,renewables_n_other,2019,38.10749,30386.6,0.0
846,Namibia,all_energy_types,2019,24.41,2494.82,3.90852628
847,Namibia,coal,2019,24.41,2494.82,0.0483238519300902
848,Namibia,natural_gas,2019,24.41,2494.82,0.0
849,Namibia,petroleum_n_other_liquids,2019,24.41,2494.82,3.86020242796824
850,Namibia,nuclear,2019,24.41,2494.82,0.0
851,Namibia,renewables_n_other,2019,24.41,2494.82,0.0
852,Nauru,all_energy_types,2019,,,0.083366555
853,Nauru,coal,2019,,,0.0
854,Nauru,natural_gas,2019,,,0.0
855,Nauru,petroleum_n_other_liquids,2019,,,0.0833665549856013
856,Nauru,nuclear,2019,,,0.0
857,Nauru,renewables_n_other,2019,,,0.0
858,Nepal,all_energy_types,2019,101.266,28635.4,8.30706762
859,Nepal,coal,2019,101.266,28635.4,0.7021875300436488
860,Nepal,natural_gas,2019,101.266,28635.4,0.0
861,Nepal,petroleum_n_other_liquids,2019,101.266,28635.4,7.604880089467184
862,Nepal,nuclear,2019,101.266,28635.4,0.0
863,Nepal,renewables_n_other,2019,101.266,28635.4,0.0
864,Netherlands,all_energy_types,2019,934.921,17360.55,216.830355385
865,Netherlands,coal,2019,934.921,17360.55,29.702262541333504
866,Netherlands,natural_gas,2019,934.921,17360.55,71.129814844
867,Netherlands,petroleum_n_other_liquids,2019,934.921,17360.55,115.998278
868,Netherlands,nuclear,2019,934.921,17360.55,0.0
869,Netherlands,renewables_n_other,2019,934.921,17360.55,0.0
870,Netherlands Antilles,all_energy_types,2019,2.80876,163.395,14.496783
871,Netherlands Antilles,coal,2019,2.80876,163.395,0.0
872,Netherlands Antilles,natural_gas,2019,2.80876,163.395,0.0
873,Netherlands Antilles,petroleum_n_other_liquids,2019,2.80876,163.395,14.496783
874,Netherlands Antilles,nuclear,2019,2.80876,163.395,0.0
875,Netherlands Antilles,renewables_n_other,2019,2.80876,163.395,0.0
876,New Caledonia,all_energy_types,2019,,,6.032140267
877,New Caledonia,coal,2019,,,3.014340136678955
878,New Caledonia,natural_gas,2019,,,0.0
879,New Caledonia,petroleum_n_other_liquids,2019,,,3.01780013
880,New Caledonia,nuclear,2019,,,0.0
881,New Caledonia,renewables_n_other,2019,,,0.0
882,New Zealand,all_energy_types,2019,198.6641,4956.083,38.962262785
883,New Zealand,coal,2019,198.6641,4956.083,4.7132209239777145
884,New Zealand,natural_gas,2019,198.6641,4956.083,8.796149861
885,New Zealand,petroleum_n_other_liquids,2019,198.6641,4956.083,25.452892
886,New Zealand,nuclear,2019,198.6641,4956.083,0.0
887,New Zealand,renewables_n_other,2019,198.6641,4956.083,0.0
888,Nicaragua,all_energy_types,2019,33.5562,6544.65,5.027809
889,Nicaragua,coal,2019,33.5562,6544.65,0.0
890,Nicaragua,natural_gas,2019,33.5562,6544.65,0.0
891,Nicaragua,petroleum_n_other_liquids,2019,33.5562,6544.65,5.027809
892,Nicaragua,nuclear,2019,33.5562,6544.65,0.0
893,Nicaragua,renewables_n_other,2019,33.5562,6544.65,0.0
894,Niger,all_energy_types,2019,28.87,23338.6,2.276804081
895,Niger,coal,2019,28.87,23338.6,0.4946310805334418
896,Niger,natural_gas,2019,28.87,23338.6,0.0
897,Niger,petroleum_n_other_liquids,2019,28.87,23338.6,1.782173
898,Niger,nuclear,2019,28.87,23338.6,0.0
899,Niger,renewables_n_other,2019,28.87,23338.6,0.0
900,Nigeria,all_energy_types,2019,1015.889,201050.8,101.193925365
901,Nigeria,coal,2019,1015.889,201050.8,0.2314297576308552
902,Nigeria,natural_gas,2019,1015.889,201050.8,36.354922607
903,Nigeria,petroleum_n_other_liquids,2019,1015.889,201050.8,64.607573
904,Nigeria,nuclear,2019,1015.889,201050.8,0.0
905,Nigeria,renewables_n_other,2019,1015.889,201050.8,0.0
906,Niue,all_energy_types,2019,,,0.007517555
907,Niue,coal,2019,,,0.0
908,Niue,natural_gas,2019,,,0.0
909,Niue,petroleum_n_other_liquids,2019,,,0.0075175550100217
910,Niue,nuclear,2019,,,0.0
911,Niue,renewables_n_other,2019,,,0.0
912,North Korea,all_energy_types,2019,43.1394,25662.5,20.153995305
913,North Korea,coal,2019,43.1394,25662.5,17.192669625953016
914,North Korea,natural_gas,2019,43.1394,25662.5,0.0
915,North Korea,petroleum_n_other_liquids,2019,43.1394,25662.5,2.961325678647297
916,North Korea,nuclear,2019,43.1394,25662.5,0.0
917,North Korea,renewables_n_other,2019,43.1394,25662.5,0.0
918,North Macedonia,all_energy_types,2019,31.7368,2082.92,6.539300393
919,North Macedonia,coal,2019,31.7368,2082.92,3.180663196231058
920,North Macedonia,natural_gas,2019,31.7368,2082.92,0.34630584
921,North Macedonia,petroleum_n_other_liquids,2019,31.7368,2082.92,3.012331357
922,North Macedonia,nuclear,2019,31.7368,2082.92,0.0
923,North Macedonia,renewables_n_other,2019,31.7368,2082.92,0.0
924,Northern Mariana Islands,all_energy_types,2019,,57.216,0.0
925,Northern Mariana Islands,coal,2019,,57.216,0.0
926,Northern Mariana Islands,natural_gas,2019,,57.216,0.0
927,Northern Mariana Islands,petroleum_n_other_liquids,2019,,57.216,
928,Northern Mariana Islands,nuclear,2019,,57.216,0.0
929,Northern Mariana Islands,renewables_n_other,2019,,57.216,0.0
930,Norway,all_energy_types,2019,330.2825,5352.817,38.055784902
931,Norway,coal,2019,330.2825,5352.817,3.362758079201537
932,Norway,natural_gas,2019,330.2825,5352.817,8.118021891
933,Norway,petroleum_n_other_liquids,2019,330.2825,5352.817,26.575004932
934,Norway,nuclear,2019,330.2825,5352.817,0.0
935,Norway,renewables_n_other,2019,330.2825,5352.817,0.0
936,Oman,all_energy_types,2019,141.208,4618.0,75.869640578
937,Oman,coal,2019,141.208,4618.0,0.1105483243284987
938,Oman,natural_gas,2019,141.208,4618.0,45.679182254
939,Oman,petroleum_n_other_liquids,2019,141.208,4618.0,30.07991
940,Oman,nuclear,2019,141.208,4618.0,0.0
941,Oman,renewables_n_other,2019,141.208,4618.0,0.0
942,Pakistan,all_energy_types,2019,1039.88,216564.0,192.896993866
943,Pakistan,coal,2019,1039.88,216564.0,47.099296799375374
944,Pakistan,natural_gas,2019,1039.88,216564.0,76.977575127
945,Pakistan,petroleum_n_other_liquids,2019,1039.88,216564.0,68.82012194
946,Pakistan,nuclear,2019,1039.88,216564.0,0.0
947,Pakistan,renewables_n_other,2019,1039.88,216564.0,0.0
948,Palestinian Territories,all_energy_types,2019,14.0824,4986.96,3.277635491
949,Palestinian Territories,coal,2019,14.0824,4986.96,0.0
950,Palestinian Territories,natural_gas,2019,14.0824,4986.96,0.0
951,Palestinian Territories,petroleum_n_other_liquids,2019,14.0824,4986.96,3.27763549068559
952,Palestinian Territories,nuclear,2019,14.0824,4986.96,0.0
953,Palestinian Territories,renewables_n_other,2019,14.0824,4986.96,0.0
954,Panama,all_energy_types,2019,118.865,4245.43,26.79318633
955,Panama,coal,2019,118.865,4245.43,1.4131801684158436
956,Panama,natural_gas,2019,118.865,4245.43,0.374444242
957,Panama,petroleum_n_other_liquids,2019,118.865,4245.43,25.00556192
958,Panama,nuclear,2019,118.865,4245.43,0.0
959,Panama,renewables_n_other,2019,118.865,4245.43,0.0
960,Papua New Guinea,all_energy_types,2019,32.4518,8777.36,6.323287075
961,Papua New Guinea,coal,2019,32.4518,8777.36,0.0
962,Papua New Guinea,natural_gas,2019,32.4518,8777.36,0.465179361
963,Papua New Guinea,petroleum_n_other_liquids,2019,32.4518,8777.36,5.858107714200188
964,Papua New Guinea,nuclear,2019,32.4518,8777.36,0.0
965,Papua New Guinea,renewables_n_other,2019,32.4518,8777.36,0.0
966,Paraguay,all_energy_types,2019,86.3046,7044.04,8.338166715
967,Paraguay,coal,2019,86.3046,7044.04,0.0106487149162364
968,Paraguay,natural_gas,2019,86.3046,7044.04,0.0
969,Paraguay,petroleum_n_other_liquids,2019,86.3046,7044.04,8.327518
970,Paraguay,nuclear,2019,86.3046,7044.04,0.0
971,Paraguay,renewables_n_other,2019,86.3046,7044.04,0.0
972,Peru,all_energy_types,2019,402.28,32462.7,52.918496178
973,Peru,coal,2019,402.28,32462.7,1.0448633855551002
974,Peru,natural_gas,2019,402.28,32462.7,17.188285792
975,Peru,petroleum_n_other_liquids,2019,402.28,32462.7,34.685347
976,Peru,nuclear,2019,402.28,32462.7,0.0
977,Peru,renewables_n_other,2019,402.28,32462.7,0.0
978,Philippines,all_energy_types,2019,949.711,108296.2,135.216311732
979,Philippines,coal,2019,949.711,108296.2,65.92022534700124
980,Philippines,natural_gas,2019,949.711,108296.2,6.800041385
981,Philippines,petroleum_n_other_liquids,2019,949.711,108296.2,62.496045
982,Philippines,nuclear,2019,949.711,108296.2,0.0
983,Philippines,renewables_n_other,2019,949.711,108296.2,0.0
984,Poland,all_energy_types,2019,1217.987,37963.62,319.670314026
985,Poland,coal,2019,1217.987,37963.62,195.52267672258264
986,Poland,natural_gas,2019,1217.987,37963.62,36.313635303
987,Poland,petroleum_n_other_liquids,2019,1217.987,37963.62,87.834002
988,Poland,nuclear,2019,1217.987,37963.62,0.0
989,Poland,renewables_n_other,2019,1217.987,37963.62,0.0
990,Portugal,all_energy_types,2019,342.6999,10288.67,53.518320981
991,Portugal,coal,2019,342.6999,10288.67,10.501605883898035
992,Portugal,natural_gas,2019,342.6999,10288.67,11.496504097
993,Portugal,petroleum_n_other_liquids,2019,342.6999,10288.67,31.520211
994,Portugal,nuclear,2019,342.6999,10288.67,0.0
995,Portugal,renewables_n_other,2019,342.6999,10288.67,0.0
996,Puerto Rico,all_energy_types,2019,66.9118,2961.78,20.150917372
997,Puerto Rico,coal,2019,66.9118,2961.78,2.71006356325366
998,Puerto Rico,natural_gas,2019,66.9118,2961.78,3.347951007
999,Puerto Rico,petroleum_n_other_liquids,2019,66.9118,2961.78,14.09290280159178
1000,Puerto Rico,nuclear,2019,66.9118,2961.78,0.0
1001,Puerto Rico,renewables_n_other,2019,66.9118,2961.78,0.0
1002,Qatar,all_energy_types,2019,247.046,2828.95,105.34120271
1003,Qatar,coal,2019,247.046,2828.95,0.0
1004,Qatar,natural_gas,2019,247.046,2828.95,77.224661806
1005,Qatar,petroleum_n_other_liquids,2019,247.046,2828.95,28.116540904
1006,Qatar,nuclear,2019,247.046,2828.95,0.0
1007,Qatar,renewables_n_other,2019,247.046,2828.95,0.0
1008,Reunion,all_energy_types,2019,24.8272,888.916,2.722415119
1009,Reunion,coal,2019,24.8272,888.916,0.0
1010,Reunion,natural_gas,2019,24.8272,888.916,0.0
1011,Reunion,petroleum_n_other_liquids,2019,24.8272,888.916,2.722415119
1012,Reunion,nuclear,2019,24.8272,888.916,0.0
1013,Reunion,renewables_n_other,2019,24.8272,888.916,0.0
1014,Romania,all_energy_types,2019,522.905,19360.95,73.684118621
1015,Romania,coal,2019,522.905,19360.95,22.71313219062557
1016,Romania,natural_gas,2019,522.905,19360.95,21.29000143
1017,Romania,petroleum_n_other_liquids,2019,522.905,19360.95,29.680985
1018,Romania,nuclear,2019,522.905,19360.95,0.0
1019,Romania,renewables_n_other,2019,522.905,19360.95,0.0
1020,Russia,all_energy_types,2019,3770.42,145876.3,1798.242238512
1021,Russia,coal,2019,3770.42,145876.3,445.8627903107092
1022,Russia,natural_gas,2019,3770.42,145876.3,943.331800861
1023,Russia,petroleum_n_other_liquids,2019,3770.42,145876.3,409.04764734
1024,Russia,nuclear,2019,3770.42,145876.3,0.0
1025,Russia,renewables_n_other,2019,3770.42,145876.3,0.0
1026,Rwanda,all_energy_types,2019,27.008,12628.5,1.10937668
1027,Rwanda,coal,2019,27.008,12628.5,0.0
1028,Rwanda,natural_gas,2019,27.008,12628.5,0.0
1029,Rwanda,petroleum_n_other_liquids,2019,27.008,12628.5,1.1093766800042737
1030,Rwanda,nuclear,2019,27.008,12628.5,0.0
1031,Rwanda,renewables_n_other,2019,27.008,12628.5,0.0
1032,Saint Helena,all_energy_types,2019,,,0.0098209
1033,Saint Helena,coal,2019,,,0.0
1034,Saint Helena,natural_gas,2019,,,0.0
1035,Saint Helena,petroleum_n_other_liquids,2019,,,0.009820899999546
1036,Saint Helena,nuclear,2019,,,0.0
1037,Saint Helena,renewables_n_other,2019,,,0.0
1038,Saint Kitts and Nevis,all_energy_types,2019,1.36317,52.7944,0.268462136
1039,Saint Kitts and Nevis,coal,2019,1.36317,52.7944,0.0
1040,Saint Kitts and Nevis,natural_gas,2019,1.36317,52.7944,0.0
1041,Saint Kitts and Nevis,petroleum_n_other_liquids,2019,1.36317,52.7944,0.2684621361898355
1042,Saint Kitts and Nevis,nuclear,2019,1.36317,52.7944,0.0
1043,Saint Kitts and Nevis,renewables_n_other,2019,1.36317,52.7944,0.0
1044,Saint Lucia,all_energy_types,2019,2.71244,182.738,0.451661075
1045,Saint Lucia,coal,2019,2.71244,182.738,0.0
1046,Saint Lucia,natural_gas,2019,2.71244,182.738,0.0
1047,Saint Lucia,petroleum_n_other_liquids,2019,2.71244,182.738,0.4516610747647052
1048,Saint Lucia,nuclear,2019,2.71244,182.738,0.0
1049,Saint Lucia,renewables_n_other,2019,2.71244,182.738,0.0
1050,Saint Pierre and Miquelon,all_energy_types,2019,,,0.0988793
1051,Saint Pierre and Miquelon,coal,2019,,,0.0
1052,Saint Pierre and Miquelon,natural_gas,2019,,,0.0
1053,Saint Pierre and Miquelon,petroleum_n_other_liquids,2019,,,0.0988793
1054,Saint Pierre and Miquelon,nuclear,2019,,,0.0
1055,Saint Pierre and Miquelon,renewables_n_other,2019,,,0.0
1056,Saint Vincent/Grenadines,all_energy_types,2019,1.34094,110.573,0.2392802
1057,Saint Vincent/Grenadines,coal,2019,1.34094,110.573,0.0
1058,Saint Vincent/Grenadines,natural_gas,2019,1.34094,110.573,0.0
1059,Saint Vincent/Grenadines,petroleum_n_other_liquids,2019,1.34094,110.573,0.2392801999911366
1060,Saint Vincent/Grenadines,nuclear,2019,1.34094,110.573,0.0
1061,Saint Vincent/Grenadines,renewables_n_other,2019,1.34094,110.573,0.0
1062,Samoa,all_energy_types,2019,1.09107,197.43,0.324490111
1063,Samoa,coal,2019,1.09107,197.43,0.0
1064,Samoa,natural_gas,2019,1.09107,197.43,0.0
1065,Samoa,petroleum_n_other_liquids,2019,1.09107,197.43,0.3244901105429874
1066,Samoa,nuclear,2019,1.09107,197.43,0.0
1067,Samoa,renewables_n_other,2019,1.09107,197.43,0.0
1068,Sao Tome and Principe,all_energy_types,2019,1.06389,215.136,0.158288716
1069,Sao Tome and Principe,coal,2019,1.06389,215.136,0.0
1070,Sao Tome and Principe,natural_gas,2019,1.06389,215.136,0.0
1071,Sao Tome and Principe,petroleum_n_other_liquids,2019,1.06389,215.136,0.1582887158998238
1072,Sao Tome and Principe,nuclear,2019,1.06389,215.136,0.0
1073,Sao Tome and Principe,renewables_n_other,2019,1.06389,215.136,0.0
1074,Saudi Arabia,all_energy_types,2019,1771.04,34218.0,567.98859898
1075,Saudi Arabia,coal,2019,1771.04,34218.0,0.2386119788459438
1076,Saudi Arabia,natural_gas,2019,1771.04,34218.0,218.205110697
1077,Saudi Arabia,petroleum_n_other_liquids,2019,1771.04,34218.0,349.544876304
1078,Saudi Arabia,nuclear,2019,1771.04,34218.0,0.0
1079,Saudi Arabia,renewables_n_other,2019,1771.04,34218.0,0.0
1080,Senegal,all_energy_types,2019,54.8701,16302.4,9.558694385
1081,Senegal,coal,2019,54.8701,16302.4,1.5419701843146978
1082,Senegal,natural_gas,2019,54.8701,16302.4,0.101067201
1083,Senegal,petroleum_n_other_liquids,2019,54.8701,16302.4,7.915657
1084,Senegal,nuclear,2019,54.8701,16302.4,0.0
1085,Senegal,renewables_n_other,2019,54.8701,16302.4,0.0
1086,Serbia,all_energy_types,2019,121.686,6945.23,47.041072192
1087,Serbia,coal,2019,121.686,6945.23,32.49034563353357
1088,Serbia,natural_gas,2019,121.686,6945.23,5.105643209
1089,Serbia,petroleum_n_other_liquids,2019,121.686,6945.23,9.445083349
1090,Serbia,nuclear,2019,121.686,6945.23,0.0
1091,Serbia,renewables_n_other,2019,121.686,6945.23,0.0
1092,Seychelles,all_energy_types,2019,2.532797,97.69933,1.1521043
1093,Seychelles,coal,2019,2.532797,97.69933,0.0
1094,Seychelles,natural_gas,2019,2.532797,97.69933,0.0
1095,Seychelles,petroleum_n_other_liquids,2019,2.532797,97.69933,1.1521043
1096,Seychelles,nuclear,2019,2.532797,97.69933,0.0
1097,Seychelles,renewables_n_other,2019,2.532797,97.69933,0.0
1098,Sierra Leone,all_energy_types,2019,13.8469,7814.13,0.985050284
1099,Sierra Leone,coal,2019,13.8469,7814.13,0.0
1100,Sierra Leone,natural_gas,2019,13.8469,7814.13,0.0
1101,Sierra Leone,petroleum_n_other_liquids,2019,13.8469,7814.13,0.9850502844728914
1102,Sierra Leone,nuclear,2019,13.8469,7814.13,0.0
1103,Sierra Leone,renewables_n_other,2019,13.8469,7814.13,0.0
1104,Singapore,all_energy_types,2019,545.403,5696.185,244.056494874
1105,Singapore,coal,2019,545.403,5696.185,1.665390565642941
1106,Singapore,natural_gas,2019,545.403,5696.185,25.627048182
1107,Singapore,petroleum_n_other_liquids,2019,545.403,5696.185,216.764056126646
1108,Singapore,nuclear,2019,545.403,5696.185,0.0
1109,Singapore,renewables_n_other,2019,545.403,5696.185,0.0
1110,Slovakia,all_energy_types,2019,181.3875,5455.077,34.50052687
1111,Slovakia,coal,2019,181.3875,5455.077,13.297246842131209
1112,Slovakia,natural_gas,2019,181.3875,5455.077,9.040476028
1113,Slovakia,petroleum_n_other_liquids,2019,181.3875,5455.077,12.162804
1114,Slovakia,nuclear,2019,181.3875,5455.077,0.0
1115,Slovakia,renewables_n_other,2019,181.3875,5455.077,0.0
1116,Slovenia,all_energy_types,2019,76.4882,2095.86,14.248656405
1117,Slovenia,coal,2019,76.4882,2095.86,4.317481899148978
1118,Slovenia,natural_gas,2019,76.4882,2095.86,1.694971506
1119,Slovenia,petroleum_n_other_liquids,2019,76.4882,2095.86,8.236203
1120,Slovenia,nuclear,2019,76.4882,2095.86,0.0
1121,Slovenia,renewables_n_other,2019,76.4882,2095.86,0.0
1122,Solomon Islands,all_energy_types,2019,1.54738,669.929,0.338062091
1123,Solomon Islands,coal,2019,1.54738,669.929,0.0
1124,Solomon Islands,natural_gas,2019,1.54738,669.929,0.0
1125,Solomon Islands,petroleum_n_other_liquids,2019,1.54738,669.929,0.3380620909203513
1126,Solomon Islands,nuclear,2019,1.54738,669.929,0.0
1127,Solomon Islands,renewables_n_other,2019,1.54738,669.929,0.0
1128,Somalia,all_energy_types,2019,10.8476,15474.0,0.882390681
1129,Somalia,coal,2019,10.8476,15474.0,0.0
1130,Somalia,natural_gas,2019,10.8476,15474.0,0.0
1131,Somalia,petroleum_n_other_liquids,2019,10.8476,15474.0,0.882390681094457
1132,Somalia,nuclear,2019,10.8476,15474.0,0.0
1133,Somalia,renewables_n_other,2019,10.8476,15474.0,0.0
1134,South Africa,all_energy_types,2019,785.223,58650.23,455.448598942
1135,South Africa,coal,2019,785.223,58650.23,351.91764878337904
1136,South Africa,natural_gas,2019,785.223,58650.23,9.376074159
1137,South Africa,petroleum_n_other_liquids,2019,785.223,58650.23,94.154876
1138,South Africa,nuclear,2019,785.223,58650.23,0.0
1139,South Africa,renewables_n_other,2019,785.223,58650.23,0.0
1140,South Korea,all_energy_types,2019,2160.64,51224.18,702.961082317
1141,South Korea,coal,2019,2160.64,51224.18,332.9107685796754
1142,South Korea,natural_gas,2019,2160.64,51224.18,115.728074737
1143,South Korea,petroleum_n_other_liquids,2019,2160.64,51224.18,254.322239
1144,South Korea,nuclear,2019,2160.64,51224.18,0.0
1145,South Korea,renewables_n_other,2019,2160.64,51224.18,0.0
1146,South Sudan,all_energy_types,2019,17.3349,11062.1,1.675889
1147,South Sudan,coal,2019,17.3349,11062.1,0.0
1148,South Sudan,natural_gas,2019,17.3349,11062.1,0.0
1149,South Sudan,petroleum_n_other_liquids,2019,17.3349,11062.1,1.675889
1150,South Sudan,nuclear,2019,17.3349,11062.1,0.0
1151,South Sudan,renewables_n_other,2019,17.3349,11062.1,0.0
1152,Spain,all_energy_types,2019,1796.293,47184.25,293.779473717
1153,Spain,coal,2019,1796.293,47184.25,37.46424391708619
1154,Spain,natural_gas,2019,1796.293,47184.25,63.4764628
1155,Spain,petroleum_n_other_liquids,2019,1796.293,47184.25,192.838767
1156,Spain,nuclear,2019,1796.293,47184.25,0.0
1157,Spain,renewables_n_other,2019,1796.293,47184.25,0.0
1158,Sri Lanka,all_energy_types,2019,276.987,21318.2,22.809417184
1159,Sri Lanka,coal,2019,276.987,21318.2,5.081500183952531
1160,Sri Lanka,natural_gas,2019,276.987,21318.2,0.0
1161,Sri Lanka,petroleum_n_other_liquids,2019,276.987,21318.2,17.727917
1162,Sri Lanka,nuclear,2019,276.987,21318.2,0.0
1163,Sri Lanka,renewables_n_other,2019,276.987,21318.2,0.0
1164,Sudan,all_energy_types,2019,187.629,42837.3,18.36376
1165,Sudan,coal,2019,187.629,42837.3,0.0
1166,Sudan,natural_gas,2019,187.629,42837.3,0.0
1167,Sudan,petroleum_n_other_liquids,2019,187.629,42837.3,18.36376
1168,Sudan,nuclear,2019,187.629,42837.3,0.0
1169,Sudan,renewables_n_other,2019,187.629,42837.3,0.0
1170,Suriname,all_energy_types,2019,9.20889,581.256,2.314032735
1171,Suriname,coal,2019,9.20889,581.256,0.0
1172,Suriname,natural_gas,2019,9.20889,581.256,0.010912857
1173,Suriname,petroleum_n_other_liquids,2019,9.20889,581.256,2.303119877981311
1174,Suriname,nuclear,2019,9.20889,581.256,0.0
1175,Suriname,renewables_n_other,2019,9.20889,581.256,0.0
1176,Sweden,all_energy_types,2019,524.62,10291.05,47.079863482
1177,Sweden,coal,2019,524.62,10291.05,6.988473287995864
1178,Sweden,natural_gas,2019,524.62,10291.05,2.26717575
1179,Sweden,petroleum_n_other_liquids,2019,524.62,10291.05,37.824214444
1180,Sweden,nuclear,2019,524.62,10291.05,0.0
1181,Sweden,renewables_n_other,2019,524.62,10291.05,0.0
1182,Switzerland,all_energy_types,2019,590.958,8606.035,38.8391437
1183,Switzerland,coal,2019,590.958,8606.035,0.3548905513154909
1184,Switzerland,natural_gas,2019,590.958,8606.035,6.746269149
1185,Switzerland,petroleum_n_other_liquids,2019,590.958,8606.035,31.737984
1186,Switzerland,nuclear,2019,590.958,8606.035,0.0
1187,Switzerland,renewables_n_other,2019,590.958,8606.035,0.0
1188,Syria,all_energy_types,2019,53.6025,17365.7,30.957562784
1189,Syria,coal,2019,53.6025,17365.7,0.0216289003042008
1190,Syria,natural_gas,2019,53.6025,17365.7,7.219938884
1191,Syria,petroleum_n_other_liquids,2019,53.6025,17365.7,23.715995
1192,Syria,nuclear,2019,53.6025,17365.7,0.0
1193,Syria,renewables_n_other,2019,53.6025,17365.7,0.0
1194,Taiwan,all_energy_types,2019,1232.274,23597.12,283.193662206
1195,Taiwan,coal,2019,1232.274,23597.12,147.3312615261277
1196,Taiwan,natural_gas,2019,1232.274,23597.12,46.38740997
1197,Taiwan,petroleum_n_other_liquids,2019,1232.274,23597.12,89.47499070945408
1198,Taiwan,nuclear,2019,1232.274,23597.12,0.0
1199,Taiwan,renewables_n_other,2019,1232.274,23597.12,0.0
1200,Tajikistan,all_energy_types,2019,35.11,9318.52,6.870917512
1201,Tajikistan,coal,2019,35.11,9318.52,4.101165580350681
1202,Tajikistan,natural_gas,2019,35.11,9318.52,0.142651973
1203,Tajikistan,petroleum_n_other_liquids,2019,35.11,9318.52,2.627099958508781
1204,Tajikistan,nuclear,2019,35.11,9318.52,0.0
1205,Tajikistan,renewables_n_other,2019,35.11,9318.52,0.0
1206,Tanzania,all_energy_types,2019,153.3535,58042.93,11.481377071
1207,Tanzania,coal,2019,153.3535,58042.93,1.1259584185587477
1208,Tanzania,natural_gas,2019,153.3535,58042.93,2.495959652
